ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001999828-23-000001	0	1016	105424841	N
0001172661-23-003626	0	84	100376085	
0001767855-23-000002	0	477	357060815	N
0001512026-23-000005	0	256	972920305	N
0000905729-23-000157	0	28	119726013	
0001018674-23-000005	0	419	1264660676	N
0001172661-23-003625	0	27	112781773	
0001542166-23-000013	0	204	933916712	N
0001932342-23-000005	0	118	170327867	N
0000950123-23-009438	0	607	884223652	N
0001031972-23-000006	0	33	471568567	N
0001172661-23-003624	3	422	1375639967	
0000950123-23-009436	0	38	2611861225	N
0001754960-23-000319	0	510	532889968	N
0001725547-23-001738	0	142	261127510	N
0001602020-23-000005	0	78	209754918	N
0001172661-23-003623	0	218	280972819	
0001140361-23-051551	0	926	21430503406	
0001085146-23-004107	0	51	88680034	N
0001728827-23-000005	0	0	0	N
0001172661-23-003622	0	74	245644953	
0001725547-23-001737	0	327	1029335179	N
0001834499-23-000006	0	73	134146501	N
0001849561-23-000006	0	181	305188362	N
0001767062-23-000005	0	39	263386126	N
0001172661-23-003621	0	77	260394602	
0000919574-23-005955	0	5	112866712	
0001042063-23-000008	0	18	348084	N
0001963787-23-000005	0	68	173271779	N
0000928052-23-000004	0	1314	4265892423	N
0001172661-23-003620	0	94	340338063	
0001754960-23-000318	0	77	127789066	N
0001420506-23-001923	0	169	1886676879	N
0001140334-23-000006	0	466	3607508718	N
0001754960-23-000317	0	115	336210992	N
0001728827-23-000004	0	0	0	N
0001172661-23-003619	0	44	177194921	
0001765380-23-000203	0	260	2392826825	N
0001725547-23-001736	0	39	71294410	N
0001541910-23-000005	0	1366	5363687	N
0001123292-23-000134	0	1	13785476	
0001829126-23-007134	0	238	374533447	
0001765380-23-000202	0	300	597110411	N
0001910179-23-000004	0	56	147727008	N
0001800358-23-000007	0	60	150833	N
0001754960-23-000316	1	26	101283156	N
0001398344-23-020187	0	72	120996304	
0001754960-23-000315	0	86	136952727	N
0001019754-23-000004	0	1365	1627647	N
0001927175-23-000004	0	92	150676	N
0000861787-23-000020	0	360	957282121	Y
0001513126-23-000004	0	139	1799410	N
0001214659-23-014581	0	238	274008216	
0001062993-23-020138	0	1280	1184918937	N
0000950123-23-009432	0	1	92003694	N
0001636587-23-000016	0	134	530750636	N
0001754960-23-000314	0	46	129151109	N
0001214659-23-014579	0	7	41973416	
0001765380-23-000201	0	267	232858204	N
0001085146-23-004106	0	0	0	N
0001990699-23-000001	1	261	303955149	N
0001420506-23-001921	0	11	139682776	N
0001085146-23-004105	1	78	13481487557	N
0001041062-23-000161	0	147	89810486	N
0001388028-23-000004	0	75	341217388	N
0001432539-23-000005	0	120	1284857775	N
0001765380-23-000200	0	333	760605787	N
0001703658-23-000006	0	43	38804	N
0001754960-23-000313	0	45	185870482	N
0001420506-23-001919	0	1197	2667744905	N
0001951586-23-000007	9	1421	1032442810	N
0001857187-23-000012	0	1	4930	N
0001847772-23-000006	0	288	136205	N
0001754960-23-000312	0	124	280962682	N
0001740491-23-000004	0	802	240073677	N
0001765380-23-000199	0	120	167756955	N
0001963860-23-000008	0	110	782173	Y
0001007399-23-000006	0	150	520800223	N
0001861026-23-000013	0	88	3221877916	
0000950123-23-009428	1	598	2095601537	N
0001513137-23-000005	0	11	248679	N
0001078841-23-000006	0	31	710955778	N
0001140361-23-051520	0	72	3457808933	
0001768302-23-000004	0	166	460893590	N
0001588873-23-000005	0	62	7195031	N
0001376879-23-000007	0	27	6130230	N
0001833780-23-000017	0	109	193629731	N
0001965329-23-000004	0	88	97492942	N
0001123778-23-000009	1	188	15373693	N
0001821289-23-000004	0	14	5902979	N
0001754960-23-000311	0	83	123827346	N
0001040188-23-000073	4	2805	86995072731	
0001725547-23-001735	0	154	460883186	N
0001007399-23-000005	0	494	2890543171	N
0001398344-23-020172	0	274	1354326189	Y
0000945621-23-000545	0	28	391271553	
0001672512-23-000004	0	11	2765271769	N
0001539041-23-000008	0	424	3342609	N
0001177206-23-000008	0	1102	23559510926	N
0001125243-23-000004	0	92	73825125	N
0001650092-23-000008	0	87	217560	N
0001699803-23-000009	0	22	70371763	N
0000945621-23-000543	0	10	129833503	
0001546007-23-000006	0	1371	32301741468	N
0000074260-23-000097	0	59	2678655	N
0000045319-23-000008	2	263	2482498627	N
0001538882-23-000006	0	99	77163837	N
0001317724-23-000007	0	92	4856390950	N
0001398344-23-020169	0	149	172408563	
0001714672-23-000006	0	31	228547198	
0001911278-23-000007	0	106	205709407	N
0001911278-23-000006	6	911	4046696083	N
0001505207-23-000004	0	51	205142	N
0001398344-23-020166	0	150	368277403	
0001697765-23-000004	2	486	4582694	N
0001629290-23-000011	0	37	256893	N
0001085146-23-004104	0	105	179779158	N
0001085146-23-004103	0	110	4345618734	N
0001471085-23-000005	0	28	992793805	N
0001173460-23-000005	0	6	761808	N
0001178913-23-003522	3	131	188681669	
0001178913-23-003520	0	82	1358212614	
0001178913-23-003518	0	82	469284812	
0001085146-23-004096	0	0	0	N
0001085146-23-004080	0	54	59674605	N
0001842974-23-000003	0	767	114715	N
0001085146-23-004099	0	300	327427266	N
0001085146-23-004079	0	100	96397224	N
0001080166-23-000004	0	111	356558	N
0001085146-23-004089	0	86	1520974508	N
0001085146-23-004094	0	0	0	N
0001842974-23-000004	0	178	123468	N
0001725547-23-001733	0	17	121503764	N
0001221073-23-000079	0	47	221044292	
0001907157-23-000004	0	113	242026	N
0001697721-23-000007	0	6	311309235	N
0001085146-23-004091	0	1176	4916040403	N
0001085146-23-004088	0	218	290347095	N
0001085146-23-004085	0	81	22976587	N
0001907157-23-000003	0	136	81066	N
0001085146-23-004087	0	130	817439264	N
0001085146-23-004078	0	144	293873192	N
0001085146-23-004083	0	0	0	N
0001221073-23-000080	0	127	646931556	
0001085146-23-004090	0	77	132475783	N
0001085146-23-004098	0	57	117092013	N
0001085146-23-004077	0	181	314983392	N
0001085146-23-004100	0	65	248045467	N
0001907157-23-000005	0	44	133444	N
0001172661-23-003617	0	99	132730263	
0001085146-23-004082	1	35	541594007	N
0001085146-23-004095	0	0	0	N
0001911832-23-000005	1	755	4522969068	N
0001085146-23-004092	0	93	195245823	N
0001104659-23-114397	0	120	239342956	
0001085146-23-004093	0	93	164526692	N
0001965484-23-000006	0	375	141011326	N
0001936420-23-000004	0	102	140303998	N
0001398344-23-020165	0	322	532801020	
0001085146-23-004084	0	151	703169508	N
0001085146-23-004086	0	332	359168836	N
0001704212-23-000005	0	85	306315800	N
0001085146-23-004081	0	362	2390504565	N
0001725547-23-001734	0	105	107019301	N
0001842974-23-000005	0	60	154389	N
0001420506-23-001914	0	459	22618915820	N
0001085146-23-004097	3	1741	4957841753	N
0001876811-23-000006	0	90	365997000	N
0001104659-23-114349	1	106	2813661005	
0001818535-23-000004	0	111	147472963	N
0000950123-23-009395	0	8	188112040	N
0001398344-23-020161	0	161	689936743	
0001172661-23-003616	0	166	256545746	
0001172661-23-003615	0	22	134528287	
0001172661-23-003614	0	108	1772134695	
0001979372-23-000002	0	20103	108923852	N
0001172661-23-003613	0	835	1300480514	
0001044924-23-000004	0	46	331844	N
0001172661-23-003611	0	266	849273642	
0001172661-23-003612	4	505	1222497606	
0000950123-23-009393	0	1	114349186	N
0000036104-23-000038	5	8871	61185552370	N
0000950123-23-009391	0	3	62633979	N
0000089014-23-000009	0	504	208627	
0001040463-23-000006	0	7	70717766	N
0001737112-23-000006	0	81	918221115	N
0000898432-23-000762	1	22	380616107	
0001754960-23-000310	0	16	139619897	N
0000898432-23-000761	3	26	2305584289	
0000950123-23-009388	0	5	262635278	N
0001896071-23-000007	0	2	83744503	N
0001754960-23-000309	0	47	60032403	N
0001104659-23-114330	0	5	5429763516	
0001172661-23-003610	0	101	101161940	
0000950123-23-009387	1	226	8283712594	N
0000950123-23-009386	0	4	278070223	N
0000947871-23-001036	0	9	187011438	
0001666910-23-000005	0	30	164683860	N
0001754960-23-000308	0	19	164307045	N
0000950123-23-009382	0	1	69213358	N
0001398344-23-020144	0	130	321219589	
0001587192-23-000004	0	317	337918047	N
0001754960-23-000307	0	105	556667911	N
0000950123-23-009381	0	2	11818270	N
0001172661-23-003609	7	2945	43513610700	
0001965239-23-000008	0	101	188371251	N
0001962086-23-000006	0	114	889939938	N
0001961850-23-000009	0	42	2019450074	N
0001961850-23-000008	0	41	184917889	N
0001172661-23-003608	0	93	229401596	
0001961850-23-000007	0	40	101491272	N
0001908219-23-000006	0	82	3578940001	N
0001140361-23-051396	6	2368	21336444312	
0001961850-23-000006	0	40	197613264	N
0001730959-23-000002	0	56	186054714	N
0001308778-23-000005	0	96	360502332	N
0001552564-23-000005	0	806	679964107	N
0001725547-23-001732	0	69	147844707	N
0001750086-23-000004	0	797	511919254	N
0001697855-23-000022	0	177	487241261	N
0001803662-23-000004	0	65	104284613	N
0001608179-23-000004	0	106	128655581	N
0001762294-23-000003	0	17	277206163	N
0001710537-23-000006	1	5614	942903130	N
0001841767-23-000004	0	41	137508288	N
0001570396-23-000004	0	100	166155	N
0001420506-23-001909	0	73	273805919	N
0001714678-23-000004	0	130	153982	N
0001437749-23-030201	1	706	306795734	N
0001478179-23-000007	0	29	288634447	N
0001456048-23-000005	0	3205	3839519074	N
0001080351-23-000004	0	111	421094707	N
0001252007-23-000005	0	55	204963	Y
0001694283-23-000005	0	75	134296780	N
0001803662-23-000003	0	65	104284609	N
0001599404-23-000009	0	4	220911202	N
0001599950-23-000004	0	101	85100	N
0001427351-23-000008	0	204	266898864	N
0000857508-23-000004	0	102	850027	N
0000950123-23-009372	0	0	0	Y
0001546989-23-000004	0	603	946247648	N
0001308685-23-000009	0	40	858337641	N
0000872259-23-000009	0	462	15656590218	N
0001172661-23-003607	0	90	381098709	
0001911695-23-000006	0	81	139077466	N
0001140361-23-051369	0	25	150326455	
0001032814-23-000005	0	67	2603723	N
0001667102-23-000005	0	60	298690080	N
0001050470-23-000015	0	866	42989271	N
0001941040-23-000336	0	73	293872231	
0001262677-23-000005	0	98	381313691	N
0001262677-23-000004	0	99	381313729	N
0001765380-23-000198	0	366	803341403	N
0001941040-23-000335	0	91	970617761	
0001601407-23-000005	0	34	3180717	N
0001831003-23-000004	0	296	236815	N
0001172661-23-003604	2	554	4767482842	Y
0001802365-23-000006	0	102	551693463	N
0001172661-23-003603	0	56	144680265	
0001946654-23-000003	0	42	200794891	N
0001739043-23-000008	0	127	609122311	N
0001140361-23-051345	0	9	31442721	Y
0001732543-23-000005	0	45	252465	N
0000904454-23-000596	0	388	172581080	
0001172661-23-003602	0	151	327345372	
0001214659-23-014480	0	17	414498474	
0001085146-23-004075	0	139	295151728	N
0001698068-23-000010	0	20	385571817	N
0001062993-23-020069	0	66	356678468	N
0000806097-23-000004	1	144	305528054	N
0001115055-23-000069	2	1012	3867577907	N
0001042046-23-000035	0	1	317168	N
0001042046-23-000034	1	111	290982	N
0000791540-23-000004	0	2216	911534171	N
0001108831-23-000008	0	100	211917	N
0001172661-23-003601	0	121	221823096	
0001140436-23-000005	0	27	4329678042	N
0001656735-23-000006	0	19	3992425305	N
0001759236-23-000004	0	111	324876323	N
0000932974-23-000005	2	710	8932857666	N
0001104659-23-114078	0	55	4142124326	
0001172661-23-003600	0	33	1088938053	
0001172661-23-003599	0	277	870691840	
0001625244-23-000006	1	85	7322040	N
0001951757-23-000683	0	80	213758684	N
0000950123-23-009367	0	2	78571047	N
0001951757-23-000682	0	226	280927840	N
0001104659-23-114072	0	1706	1016916977	
0001951757-23-000681	2	95	480246625	N
0001951757-23-000680	0	91	111025926	N
0000067698-23-000008	0	87	778761023	N
0001951757-23-000679	0	101	98838294	N
0001218761-23-000004	0	37	1506380	N
0001951757-23-000678	0	57	57888827	N
0001730525-23-000008	1	37	3749080	N
0000909012-23-000108	0	29	463214013	N
0001951757-23-000677	0	150	153163082	N
0001104659-23-114046	1	1	11250	
0001104659-23-114041	1	24	26154938	
0001104659-23-114039	1	38	262246617	
0001104659-23-114037	1	12	38467924	
0001104659-23-114033	1	60	5052618931	
0001104659-23-114031	1	26	156683670	
0001214659-23-014470	0	119	192956946	
0001697814-23-000022	0	16	537569477	N
0001599576-23-000006	0	125	703968502	N
0001291318-23-000015	4	513	2190240722	N
0000950123-23-009346	2	20	206755747	N
0001085146-23-004042	0	36	139225206	N
0001085146-23-004062	0	57	161031655	N
0001085146-23-004049	0	367	6048025379	N
0001085146-23-004070	0	148	531056657	N
0001085146-23-004064	0	2325	11192707643	N
0001797217-23-000006	0	7	66975316	N
0001085146-23-004051	0	207	425514931	N
0001085146-23-004060	0	159	764552873	N
0001085146-23-004050	0	35	133008290	N
0001085146-23-004058	0	121	360977033	N
0001085146-23-004067	0	133	234548980	N
0001221073-23-000077	0	440	1593933214	
0001965704-23-000008	0	3	453098716	N
0001085146-23-004040	0	144	2564911575	N
0001085146-23-004054	0	73	185694267	N
0001085146-23-004065	0	46	183912828	N
0001221073-23-000078	0	48	245459335	
0001085146-23-004055	0	364	143697057	N
0001221073-23-000076	0	39	94368201	
0001085146-23-004068	0	0	0	N
0001085146-23-004059	0	247	178526271	N
0001085146-23-004074	0	70	133817855	N
0001085146-23-004048	0	465	2553286232	N
0001085146-23-004061	0	24	53243153	N
0001085146-23-004072	0	60	130893473	N
0001085146-23-004047	0	117	632847677	N
0001085146-23-004063	0	83	103145087	N
0001085146-23-004053	0	0	0	N
0001085146-23-004056	0	375	1481477347	N
0001085146-23-004066	0	462	706440985	N
0001140361-23-051236	0	1	0	Y
0001085146-23-004043	0	222	583060463	N
0001085146-23-004046	0	24	101001759	N
0001905367-23-000004	0	36	74304991	N
0001085146-23-004041	0	58	282225375	N
0001085146-23-004045	8	1388	667203316	
0001455288-23-000008	0	8	103045442	N
0001085146-23-004069	0	14	105722211	N
0001085146-23-004052	0	83	940468426	N
0001085146-23-004073	0	604	1745731282	N
0001085146-23-004057	0	143	670462930	N
0001085146-23-004044	0	240	278092176	N
0001085146-23-004071	0	40	109125763	N
0001388443-23-000004	2	140	182668	N
0001698750-23-000006	0	1129	478477796	N
0001455288-23-000007	0	60	358440313	N
0001082509-23-000004	0	122	1372806	N
0001843275-23-000005	0	99	150140489	N
0000950123-23-009322	4	128	131403271	N
0001420506-23-001905	0	146	93262451	N
0000320335-23-000052	0	2	297539792	N
0000950123-23-009320	0	1	326310760	N
0001140361-23-051169	0	0	769381610	
0000897423-23-000077	1	3	274697324	N
0001895362-23-000008	0	247	2935702482	N
0001172661-23-003597	0	124	751808061	
0000950123-23-009316	0	1	64260000	N
0001172661-23-003596	0	26	265610403	
0001859474-23-000004	0	142	182830404	N
0000905148-23-001281	1	21	815423263	
0001172661-23-003595	0	182	208816869	
0001910488-23-000006	1	599	149244829	N
0001774437-23-000005	0	300	167584348	N
0001172661-23-003594	0	14	168405088	
0001104659-23-113786	0	10	75775987	
0000709428-23-000010	0	374	769768437	N
0000101199-23-000091	0	21	51216832	N
0001898296-23-000009	0	101	204896	N
0001104659-23-113765	3	44	2389226892	
0001729049-23-000004	0	70	215080834	N
0001172661-23-003591	0	48	126295404	
0001845943-23-000005	0	137	180335976	N
0001863894-23-000004	0	46	117730740	N
0001172661-23-003589	1	561	1576608984	
0001765380-23-000197	0	83	364539466	N
0001898296-23-000008	0	111	132257000	N
0001172661-23-003588	0	145	249695803	
0001172661-23-003587	0	11	1298259486	
0001898296-23-000007	0	64	241645896	N
0001924615-23-000008	0	75	121503975	N
0001568303-23-000008	0	227	286721108	N
0001759578-23-000006	0	114	254621661	N
0001172661-23-003586	0	80	459738708	
0001214659-23-014421	0	47	357409000	
0001172661-23-003585	0	93	250513674	
0001172661-23-003584	0	193	421129325	
0001172661-23-003583	0	260	1574415634	
0001941040-23-000334	0	216	119414008	
0001904607-23-000006	0	5	87819541	N
0001172661-23-003582	0	4	123820331	
0001172661-23-003581	0	83	210859174	
0001840501-23-000004	0	99	190441123	N
0001569118-23-000004	0	749	800932438	N
0000950123-23-009307	0	598	169829173	N
0001568068-23-000005	0	1972	1059740819	N
0000898432-23-000747	1	462	4535351260	Y
0001172661-23-003580	0	109	380923528	
0001172661-23-003579	0	53	361650476	
0001580642-23-005920	0	162	169060	
0001765380-23-000196	0	70	271272886	N
0001000490-23-000007	0	243	886340415	N
0000938759-23-000004	0	109	311237858	N
0001041885-23-000019	0	441	2077333	N
0001811052-23-000008	0	75	1028178143	N
0001172661-23-003578	0	155	214557121	
0001725547-23-001701	0	56	196448364	N
0001765380-23-000195	0	214	634012578	N
0001566601-23-000007	0	622	1256329221	N
0000004977-23-000180	1	4	107202907	N
0001725547-23-001700	0	26	116280524	N
0001172661-23-003577	0	300	102104416	
0001765380-23-000194	0	84	254505842	N
0000905729-23-000154	0	115	530193553	
0001080523-23-000010	0	77	217283130	N
0001734565-23-000005	0	201	525594848	N
0001217541-23-000012	0	166	20667068811	N
0001572838-23-000008	0	510	1361447889	N
0001021117-23-000004	0	133	496006897	N
0000039263-23-000076	3	1151	5745568486	N
0001694895-23-000004	0	97	142123000	N
0000884300-23-000007	0	98	100871	N
0001420506-23-001902	0	121	391658236	N
0001172661-23-003575	0	139	385479247	
0001805754-23-000005	0	28	113714698	N
0000912282-23-000448	0	215	2179646857	
0001725547-23-001699	0	68	382945410	N
0001172661-23-003573	1	346	755951998	
0000909012-23-000107	0	274	4216792134	N
0001725547-23-001698	0	260	1078328531	N
0000909012-23-000106	0	70	142581593	N
0001535631-23-000005	0	268	2870602423	N
0000909012-23-000105	0	44	102577540	N
0000909012-23-000104	0	180	3083980192	N
0001388409-23-000006	0	167	9660328	N
0001398344-23-020065	0	182	135580602	
0001835669-23-000004	0	406	96671379	N
0001765380-23-000193	0	54	10458029	N
0001977602-23-000007	0	274	2773435415	N
0001803140-23-000004	0	146	189186947	N
0001398344-23-020060	0	945	1021427986	
0001725547-23-001697	0	265	1168852445	N
0000046392-23-000005	0	6016	134190	N
0001034886-23-000009	0	423	1982719999	N
0001655557-23-000004	0	3	59237558	N
0001599469-23-000009	0	88	337575436	N
0001213900-23-082532	0	185	290137755000	
0001172661-23-003572	1	497	692316232	
0000950123-23-009301	1	5	38560634	N
0001535631-23-000004	0	43	93165002	N
0001082339-23-000004	0	800	3061395253	N
0001964831-23-000005	0	93	90732192	N
0001835669-23-000003	0	74	92872234	N
0000937615-23-000007	1	2772	13109779851	N
0001535602-23-000007	0	472	9175324708	N
0001725547-23-001696	0	98	283920964	N
0001398344-23-020055	0	216	497533622	
0000950123-23-009285	8	12537	25064426495	N
0001085146-23-004030	0	44	117952282	N
0001596355-23-000004	0	15	106603893	N
0001085146-23-004029	5	4763	139169195089	N
0001977992-23-000003	0	203	136015655	N
0001666363-23-000005	0	1785	1271981009	N
0001725547-23-001695	0	53	107686303	N
0001085146-23-004027	1	8	117131189	N
0001085146-23-004026	0	0	0	N
0001085146-23-004025	0	0	0	N
0001085146-23-004024	0	0	0	N
0001085146-23-004023	0	0	0	N
0001085146-23-004022	0	10	300490313	N
0001725547-23-001694	0	130	299776617	N
0001085146-23-004021	0	0	0	N
0001741024-23-000011	0	531	826794041	
0001062993-23-020010	0	99	283322751	N
0000929638-23-002970	0	1	155535079	
0000922423-23-000086	0	23	136305254	
0001172661-23-003571	0	18	46816602	
0001398344-23-020050	0	162	5091764695	
0001567619-23-007628	0	1190	116229212782	N
0001420506-23-001898	0	9	54539876	N
0001420506-23-001896	0	25	158770288	N
0001356249-23-000007	0	34	1125156	N
0001614200-23-000011	0	10	25339539	N
0001745907-23-000010	0	45	1865708	N
0001787423-23-000005	0	5	36078953	N
