ACCESSION_NUMBER,OTHERINCLUDEDMANAGERSCOUNT,TABLEENTRYTOTAL,TABLEVALUETOTAL,ISCONFIDENTIALOMITTED,timestamp
0001709323-24-000005,0,7,2561616158,N,2023-10-01
0001999371-24-010170,0,44,1140751496,,2023-10-01
0001665590-24-000006,0,36,533705768,N,2023-10-01
0001076809-24-000104,0,139,1289056,,2023-10-01
0000899140-24-000896,0,29,1008277177,,2023-10-01
0001012975-24-000339,0,9,266023544,N,2023-10-01
0001493152-24-032304,0,70,542901928,,2023-10-01
0000899140-24-000895,0,3,1084513680,,2023-10-01
0001104186-24-000005,0,70,1777244734,N,2023-10-01
0000905148-24-002239,0,4,99263200,,2023-10-01
0000902664-24-005158,0,19,107782708,,2023-10-01
0000899140-24-000894,0,5,480845577,,2023-10-01
0000905148-24-002238,0,22,613852273,,2023-10-01
0001085146-24-004012,0,22,107191036,N,2023-10-01
0000950123-24-008796,0,33,824843591,N,2023-10-01
0000905148-24-002237,0,3,66868205,,2023-10-01
0000899140-24-000893,0,9,76569937,,2023-10-01
0000902664-24-005157,0,1,0,,2023-10-01
0000902664-24-005156,0,1,0,,2023-10-01
0000905148-24-002236,0,6,1121836359,,2023-10-01
0000950103-24-012206,3,4,2841523833,,2023-10-01
0000902664-24-005155,1,1412,2806974074,,2023-10-01
0001418812-24-000017,1,10,3556296670,N,2023-10-01
0001085146-24-004011,0,1,0,N,2023-10-01
0000899140-24-000892,0,153,2375745004,,2023-10-01
0001880562-24-000004,0,19,424635723,N,2023-10-01
0001104659-24-089695,0,6,538215130,,2023-10-01
0001172661-24-003577,2,33,522016114,,2023-10-01
0001420506-24-001568,0,44,1895544556,N,2023-10-01
0001398344-24-014694,0,170,171832734,,2023-10-01
0000902664-24-005154,1,1010,480044244,,2023-10-01
0001580642-24-004536,0,71,388124575,,2023-10-01
0001493152-24-032290,1,10,1518797368,,2023-10-01
0000899140-24-000891,0,5,223608676,,2023-10-01
0000902664-24-005153,1,129,1214361779,,2023-10-01
0001892688-24-000097,0,73,1020282829,N,2023-10-01
0000947871-24-000691,0,4,16241833,,2023-10-01
0000902664-24-005152,1,424,1666605373,,2023-10-01
0001013594-24-000667,1,16,1353006722,,2023-10-01
0001654954-24-010655,5,5519,62340187966,,2023-10-01
0000902664-24-005151,1,23,231046724,,2023-10-01
0001999371-24-010164,0,33,4361560932,,2023-10-01
0001172661-24-003576,1,3978,60515450758,,2023-10-01
0000950103-24-012205,1,1,35374144,,2023-10-01
0000950123-24-008794,2,483,20570057184,N,2023-10-01
0001257391-24-000006,0,349,3496727259,N,2023-10-01
0001062993-24-015071,0,98,1021865809,N,2023-10-01
0001012975-24-000337,0,41,1329015067,N,2023-10-01
0000902664-24-005150,0,24,12329311691,,2023-10-01
0000899140-24-000889,1,232,11538958176,,2023-10-01
0001172661-24-003575,0,164,860975302,,2023-10-01
0000902664-24-005149,0,1790,38251735496,,2023-10-01
0001880562-24-000003,0,116,80574542,N,2023-10-01
0000902664-24-005148,0,1,0,,2023-10-01
0001420506-24-001567,0,12,89650315,N,2023-10-01
0000902664-24-005147,1,2865,14694102555,,2023-10-01
0001580642-24-004535,0,67,381617925,,2023-10-01
0001104659-24-089686,0,5,146271847,,2023-10-01
0000902664-24-005146,0,24,934037466,,2023-10-01
0000902664-24-005145,0,118,1362757914,,2023-10-01
0000899140-24-000888,0,3,127870950,,2023-10-01
0000902664-24-005144,0,7,39787723,,2023-10-01
0001104659-24-089685,0,2,94758592,,2023-10-01
0001944877-24-000004,0,112,101093865,N,2023-10-01
0000902664-24-005143,0,7,57175652,,2023-10-01
0000902664-24-005142,0,5,87053615,,2023-10-01
0000902664-24-005141,0,22,7347256972,,2023-10-01
0001595521-24-000006,0,261,353461074,N,2023-10-01
0001892688-24-000096,0,32,190719014,N,2023-10-01
0000902664-24-005140,0,3,291715096,,2023-10-01
0001735513-24-000004,0,251,562165,N,2023-10-01
0001858353-24-000005,0,13,157508914,N,2023-10-01
0001466697-24-000012,0,890,2026897,N,2023-10-01
0001539497-24-001704,10,19,10843027487,Y,2023-10-01
0001999371-24-010162,0,34,5222713814,,2023-10-01
0000200724-24-000006,0,442,969686241,N,2023-10-01
0001104659-24-089682,0,3,291713234,,2023-10-01
0000950159-24-000249,1,433,6010510629,,2023-10-01
0000899140-24-000887,0,10,592420772,,2023-10-01
0001214659-24-014731,0,43,1365633355,,2023-10-01
0001104659-24-089678,1,7,1751828881,,2023-10-01
0000902664-24-005139,0,55,338186338,,2023-10-01
0000902664-24-005138,0,7,727469561,,2023-10-01
0000902664-24-005137,0,18,447929777,,2023-10-01
0001398344-24-014692,0,4,338255092,,2023-10-01
0001398344-24-014693,0,444,2117081047,,2023-10-01
0000919574-24-004757,0,5,136014423,,2023-10-01
0001420506-24-001566,0,75,3187767909,N,2023-10-01
0000905148-24-002233,1,2,190640000,,2023-10-01
0001172661-24-003573,0,82,3636901024,,2023-10-01
0001446114-24-000020,3,2427,4036746970,,2023-10-01
0001104659-24-089675,0,27,173590572,,2023-10-01
0001085146-24-004010,0,69,1705647582,N,2023-10-01
0001172661-24-003572,0,4,367125430,,2023-10-01
0000905148-24-002232,0,12,165423024,,2023-10-01
0001481669-24-000006,0,40,11868949045,N,2023-10-01
0000905148-24-002231,0,113,1717144172,,2023-10-01
0001698055-24-000004,0,57,1036382,N,2023-10-01
0001013594-24-000665,0,9,417836392,,2023-10-01
0001420506-24-001564,0,39,87084143,N,2023-10-01
0001777813-24-000008,0,40,3062155012,N,2023-10-01
0001892688-24-000095,0,9,859473928,N,2023-10-01
0001178913-24-002614,2,88,1791290005,,2023-10-01
0000950123-24-008791,0,3,80783229,N,2023-10-01
0002004220-24-000005,7,9,2096215443,N,2023-10-01
0001085146-24-004009,6,6964,65239904583,N,2023-10-01
0001880562-24-000002,0,35,1465008171,N,2023-10-01
0000897069-24-001690,1,36,374784269,,2023-10-01
0000947871-24-000690,0,267,5272589771,,2023-10-01
0001398344-24-014690,0,18,149883263,,2023-10-01
0001600035-24-000005,0,216,1136847307,N,2023-10-01
0001085146-24-004008,0,0,0,N,2023-10-01
0002011652-24-000003,0,153,75730063,N,2023-10-01
0001449434-24-000008,1,55,6864127468,N,2023-10-01
0001085146-24-004007,2,1,34259456,N,2023-10-01
0001085146-24-004006,0,0,0,N,2023-10-01
0001420506-24-001563,0,682,872618923,N,2023-10-01
0001085146-24-004005,0,6,82896984,N,2023-10-01
0001013594-24-000664,0,23,162236128,,2023-10-01
0001688382-24-000012,0,78,903557797,,2023-10-01
0001085146-24-004004,0,44,8737396733,N,2023-10-01
0001012975-24-000334,0,2,2075378,N,2023-10-01
0001085146-24-004003,0,16,740414795,N,2023-10-01
0000921895-24-001823,0,9,29507788,,2023-10-01
0001085146-24-004002,1,615,3723865733,N,2023-10-01
0001799456-24-000007,0,48,1062666287,N,2023-10-01
0000919574-24-004753,0,15,2029390976,,2023-10-01
0001560207-24-000005,0,14,324118414,,2023-10-01
0001104659-24-089666,0,8,124604532,,2023-10-01
0000921895-24-001822,3,18,656999179,,2023-10-01
0001104659-24-089665,0,13,594463863,,2023-10-01
0001214659-24-014716,3,150,2857073217,,2023-10-01
0001085146-24-004000,5,3419,39595910842,N,2023-10-01
0001315478-24-000032,0,122,16310324364,N,2023-10-01
0001085146-24-003999,0,0,0,N,2023-10-01
0001104659-24-089663,0,117,1214451099,,2023-10-01
0001104659-24-089661,0,28,447094225,,2023-10-01
0001085146-24-003998,0,0,0,N,2023-10-01
0001012975-24-000332,1,5,205121918,N,2023-10-01
0001085146-24-003997,0,0,0,N,2023-10-01
0001085146-24-003996,0,0,0,N,2023-10-01
0001532155-24-000118,3,3261,286761748720,N,2023-10-01
0001085146-24-003995,0,1,0,N,2023-10-01
0001493152-24-032232,0,12,221924201,,2023-10-01
0001420506-24-001561,0,715,563809897,N,2023-10-01
0001085146-24-003994,0,0,0,N,2023-10-01
0001607512-24-000006,0,6,125999320,N,2023-10-01
0001965207-24-000010,0,1755,349088886,N,2023-10-01
0001172661-24-003571,0,5,60995912,,2023-10-01
0001085146-24-003993,0,17,894567022,N,2023-10-01
0001103887-24-000004,0,41,2745917,N,2023-10-01
0001843543-24-000003,0,14,199738154,,2023-10-01
0001085146-24-003992,0,0,0,N,2023-10-01
0001353316-24-000006,2,16,498616584,N,2023-10-01
0001085146-24-003991,2,256,446153658,N,2023-10-01
0001104659-24-089657,0,4,55268194,,2023-10-01
0001085146-24-003990,0,0,0,N,2023-10-01
0001420506-24-001560,0,90,746583161,N,2023-10-01
0001306923-24-000010,0,39,862980032,N,2023-10-01
0001062993-24-015066,0,50,2180716306,N,2023-10-01
0001085146-24-003989,0,2096,15506448488,N,2023-10-01
0001104659-24-089653,0,2,87999823,,2023-10-01
0001085146-24-003988,0,1,0,N,2023-10-01
0001017115-24-000003,0,205,331578353,N,2023-10-01
0001493152-24-032226,0,310,6366271065,,2023-10-01
0001013594-24-000661,0,39,607306441,,2023-10-01
0001172661-24-003570,0,15,209944562,,2023-10-01
0001085146-24-003987,0,0,0,N,2023-10-01
0001085146-24-003986,2,567,3859565526,N,2023-10-01
0001012975-24-000330,4,45,4019174933,N,2023-10-01
0000919574-24-004751,2,57,1387828830,,2023-10-01
0001781566-24-000006,0,7,140190579,,2023-10-01
0001104659-24-089652,0,40,477799472,,2023-10-01
0001085146-24-003984,0,4,845997,N,2023-10-01
0002011176-24-000003,0,233,141228264,N,2023-10-01
0000950142-24-002206,0,4,9954966,,2023-10-01
0000905148-24-002227,0,1,0,Y,2023-10-01
0001085146-24-003983,0,1,276392745,N,2023-10-01
0001104659-24-089650,0,23,47666958892,,2023-10-01
0001172661-24-003568,0,39,559049281,,2023-10-01
0001591986-24-000006,0,13,103725464,N,2023-10-01
0001912699-24-000008,0,2,598949,N,2023-10-01
0001085146-24-003982,0,1,139729,N,2023-10-01
0001085146-24-003981,0,15,390506507,N,2023-10-01
0001104659-24-089649,0,4,121561829,,2023-10-01
0001013594-24-000660,2,54,17329066246,,2023-10-01
0000905148-24-002226,0,82,26019824561,,2023-10-01
0001085146-24-003980,0,25,46918740,N,2023-10-01
0000921895-24-001819,5,20,4295391494,,2023-10-01
0001104659-24-089648,4,956,865567136,,2023-10-01
0001104659-24-089647,0,1,40976424,,2023-10-01
0001085146-24-003979,0,3,32697226,N,2023-10-01
0001104659-24-089646,5,34,3371796073,,2023-10-01
0001104659-24-089645,0,6,569534160,,2023-10-01
0000921895-24-001818,2,4,334445206,,2023-10-01
0001965005-24-000005,0,17,310098838,N,2023-10-01
0001104659-24-089642,0,63,1653982972,,2023-10-01
0001172661-24-003566,0,13,832433029,,2023-10-01
0001012975-24-000329,0,111,4199441543,N,2023-10-01
0001085146-24-003978,0,2,12854084,N,2023-10-01
0000902664-24-005136,0,15,1485024607,,2023-10-01
0001693838-24-000005,0,9,36492297,,2023-10-01
0001420506-24-001558,0,144,370229445,N,2023-10-01
0000895345-24-000355,0,61,1898904676,,2023-10-01
0000104889-24-000043,0,5,813444,N,2023-10-01
0001104659-24-089638,0,3,8077085,,2023-10-01
0000905148-24-002224,1,18,661698995,,2023-10-01
0001085146-24-003977,0,1,282288289,N,2023-10-01
0000902664-24-005135,0,3,1640998918,,2023-10-01
0001172661-24-003564,0,117,770027940,,2023-10-01
0000905148-24-002223,1,12,649240240,,2023-10-01
0001849457-24-000006,0,18,1035818933,N,2023-10-01
0001904897-24-000011,0,13,1307823353,,2023-10-01
0000950123-24-008786,0,65,47045933,N,2023-10-01
0001104659-24-089632,0,35,1570242514,,2023-10-01
0001999371-24-010154,0,16,408643615,,2023-10-01
0000950123-24-008779,2,14,1121961596,N,2023-10-01
0000950123-24-008782,0,22,96600460,N,2023-10-01
0000950123-24-008774,0,18,1022064325,N,2023-10-01
0000950123-24-008776,8,14,486105627,N,2023-10-01
0001363829-24-000129,1,9,349417001,N,2023-10-01
0001761054-24-000005,0,1020,23577718,N,2023-10-01
0001085146-24-003976,0,4,51905482,N,2023-10-01
0000898432-24-000709,0,6,59770572,,2023-10-01
0001763921-24-000005,0,871,29719802032,,2023-10-01
0001085146-24-003975,1,145,1323222917,N,2023-10-01
0001104659-24-089630,0,218,4965745210,,2023-10-01
0001085146-24-003974,0,0,0,N,2023-10-01
0001085146-24-003973,0,142,468781749,N,2023-10-01
0001420506-24-001557,0,50,221368602,N,2023-10-01
0001172661-24-003561,2,427,2509184653,,2023-10-01
0001885946-24-000003,0,24,62269044,N,2023-10-01
0001420506-24-001556,0,130,574070830,N,2023-10-01
0000905148-24-002221,0,7,454524953,,2023-10-01
0001697868-24-000007,0,8,3867718195,N,2023-10-01
0001104659-24-089629,0,79,7560766669,,2023-10-01
0001172661-24-003559,0,26,384779716,,2023-10-01
0001085146-24-003972,0,19,249769345,N,2023-10-01
0001308555-24-000003,0,26,95433726,,2023-10-01
0001172661-24-003558,0,29,120022772,,2023-10-01
0002004220-24-000001,3,47,1944209348,N,2023-10-01
0001172661-24-003557,2,546,257488106,,2023-10-01
0001172661-24-003556,1,221,133452186,,2023-10-01
0001376474-24-000452,0,393,463964796,,2023-10-01
0000905148-24-002220,0,6,231515680,,2023-10-01
0001085146-24-003971,0,9,1094805484,N,2023-10-01
0001172661-24-003555,1,11,5528169203,,2023-10-01
0001938900-24-000003,0,147,3090572263,N,2023-10-01
0001376474-24-000451,0,48,206238323,,2023-10-01
0000921895-24-001816,0,19,207330924,,2023-10-01
0001104659-24-089625,0,5,194148701,,2023-10-01
0001420506-24-001553,0,1321,1824594339,N,2023-10-01
0001221073-24-000073,0,117,297015480,,2023-10-01
0001750183-24-000006,0,30,149838640,N,2023-10-01
0001085146-24-003970,0,27,1526914817,N,2023-10-01
0001447228-24-000014,0,26,1241148358,,2023-10-01
0000905148-24-002219,0,19,5117897124,,2023-10-01
0001104659-24-089624,0,5,205783980,,2023-10-01
0001172661-24-003553,0,1,277707630,,2023-10-01
0001012975-24-000328,0,11,795847649,N,2023-10-01
0001172661-24-003552,0,72,385904004,,2023-10-01
0000921895-24-001815,1,60,3567995778,,2023-10-01
0001085146-24-003969,0,12,460009575,N,2023-10-01
0001536630-24-000004,0,31,234586676,N,2023-10-01
0001172661-24-003551,0,6,1242639826,,2023-10-01
0001948899-24-000006,0,24,1373835959,N,2023-10-01
0001085146-24-003968,0,339,354613849,N,2023-10-01
0000905148-24-002218,0,62,409341885,,2023-10-01
0001345471-24-000032,3,14,4099778026,N,2023-10-01
0001541617-24-000007,0,20,6731598776,N,2023-10-01
0001104659-24-089620,0,5,169936576,,2023-10-01
0000905148-24-002217,0,3,182440721,,2023-10-01
0001999371-24-010148,0,647,3693995563,,2023-10-01
0000950123-24-008769,0,116,293462063,N,2023-10-01
0000950123-24-008771,0,15,1824044021,N,2023-10-01
0000950123-24-008770,0,2,390774020,N,2023-10-01
0001172661-24-003550,1,55,2960944490,,2023-10-01
0001169883-24-000004,0,43,127725366,,2023-10-01
0001085146-24-003967,0,25,116308311,N,2023-10-01
0000919574-24-004750,0,38,1304595899,,2023-10-01
0000905148-24-002216,0,48,5080812275,,2023-10-01
0001845536-24-000003,0,108,226064477,N,2023-10-01
0001172661-24-003549,2,81,2044406325,,2023-10-01
0001592643-24-000006,0,160,25412041565,N,2023-10-01
0000919574-24-004749,0,13,87045727,,2023-10-01
0001316580-24-000006,0,40,1424429508,N,2023-10-01
0001862443-24-000005,0,543,132856285,N,2023-10-01
0001085146-24-003966,0,39,121236081,N,2023-10-01
0000905148-24-002215,0,19,120748352,,2023-10-01
0001172661-24-003547,0,13,127119747,,2023-10-01
0000935836-24-000528,0,26,435260345,,2023-10-01
0001085146-24-003965,0,6,65987350,N,2023-10-01
0001319691-24-000005,0,94,1469785778,N,2023-10-01
0001854440-24-000005,0,11,2035119527,N,2023-10-01
0001420506-24-001551,0,1,196313674,N,2023-10-01
0001121477-24-000034,0,1,103,,2023-10-01
0001172661-24-003544,0,26,983678859,,2023-10-01
0000921895-24-001814,0,5,2062058231,,2023-10-01
0000935836-24-000527,0,9,90827020,,2023-10-01
0001045810-24-000256,0,5,393163602,N,2023-10-01
0001273087-24-000085,1,404,10966469519,N,2023-10-01
0001999371-24-010146,0,98,867505798,,2023-10-01
0001463217-24-000005,1,1030,11640961999,N,2023-10-01
0001386935-24-000005,0,438,1107603113,N,2023-10-01
0000905148-24-002211,3,1022,11191824217,,2023-10-01
0001172661-24-003540,1,27,176062943,,2023-10-01
0001172661-24-003539,1,115,5064526267,,2023-10-01
0001693745-24-000003,0,7,261095983,N,2023-10-01
0001512805-24-000023,2,558,2664048105,N,2023-10-01
0000919574-24-004747,0,25,6805878416,,2023-10-01
0000929638-24-002813,0,176,379867975,,2023-10-01
0001085146-24-003963,0,11,31289961,N,2023-10-01
0000919574-24-004745,0,81,56731841,,2023-10-01
0001420506-24-001550,0,89,1431706719,N,2023-10-01
0000902664-24-005133,0,27,2302501263,,2023-10-01
0001645721-24-000014,0,34,527781669,N,2023-10-01
0001172661-24-003537,0,21,586905706,,2023-10-01
0001879202-24-000048,1,20,485846806,,2023-10-01
0001172661-24-003536,3,58,1849478464,,2023-10-01
0001478982-24-000004,0,6,119539,N,2023-10-01
0001085146-24-003962,0,650,840393070,N,2023-10-01
0001172661-24-003535,0,675,23954619837,,2023-10-01
0001493152-24-032180,0,24,311200590,,2023-10-01
0001493152-24-032182,0,6,3509042621,,2023-10-01
0001493152-24-032179,0,0,0,,2023-10-01
0000905148-24-002210,0,3,404531,,2023-10-01
0001493152-24-032178,0,40,173758001,,2023-10-01
0001493152-24-032177,0,19,442040575,,2023-10-01
0001012975-24-000327,0,34,287402450,N,2023-10-01
0001410833-24-000010,0,27,668357186,N,2023-10-01
0001493152-24-032174,0,4,3640655876,,2023-10-01
0001493152-24-032166,0,2,437521594,,2023-10-01
0001493152-24-032159,0,14,259982912,,2023-10-01
0001886506-24-000008,0,43,126809510,,2023-10-01
0001493152-24-032164,0,8,110560512,,2023-10-01
0001493152-24-032156,0,1,378987,,2023-10-01
0001493152-24-032158,0,27,979610091,,2023-10-01
0001493152-24-032152,0,40,532646157,,2023-10-01
0001493152-24-032150,0,51,437656641,,2023-10-01
0001493152-24-032151,0,472,190578040,,2023-10-01
0001085146-24-003961,0,0,0,N,2023-10-01
0001207017-24-000030,1,3826,79929892,N,2023-10-01
0001214659-24-014708,0,13,117214753,,2023-10-01
0001214659-24-014709,0,10,1540336750,,2023-10-01
0001493152-24-032147,0,235,498164353,,2023-10-01
0001214659-24-014710,0,142,859896161,,2023-10-01
0001420506-24-001548,0,20,24739156,N,2023-10-01
0001104659-24-089606,0,95,7825077664,,2023-10-01
0001140361-24-037305,0,10,13871310,Y,2023-10-01
0001062993-24-015052,0,385,6014516350,N,2023-10-01
0000950123-24-008753,1,409,5303702841,N,2023-10-01
0000950123-24-008752,0,25,3212135661,N,2023-10-01
0000950123-24-008739,0,64,4601320306,N,2023-10-01
0001398344-24-014687,0,30,3297264656,,2023-10-01
0000950123-24-008740,14,129,279969062343,N,2023-10-01
0001172661-24-003533,0,27,1374226938,,2023-10-01
0001104659-24-089603,0,85,1995910000,,2023-10-01
0001595521-24-000005,0,261,353461074,N,2023-10-01
0001085146-24-003960,1,24,29969079,N,2023-10-01
0001172661-24-003532,1,556,17492983031,,2023-10-01
0000935836-24-000526,0,20,278755674,,2023-10-01
0000919574-24-004744,1,10,1019236291,,2023-10-01
0000929638-24-002810,2,63,923531376,,2023-10-01
0001085146-24-003959,0,1,0,N,2023-10-01
0001415889-24-021281,1,190,59081494257,N,2023-10-01
0001104659-24-089600,0,9,1634747357,,2023-10-01
0001104659-24-089599,0,355,1794708503,,2023-10-01
0001172661-24-003530,0,12,525973089,,2023-10-01
0001172661-24-003529,1,35,5044656549,,2023-10-01
0001879202-24-000047,0,36,1626674628,,2023-10-01
0001172661-24-003528,0,12,4705963541,,2023-10-01
0001085146-24-003958,0,0,0,N,2023-10-01
0000950123-24-008738,0,16,493098613,N,2023-10-01
0001085146-24-003957,0,0,0,N,2023-10-01
0001172661-24-003527,0,39,7054853933,,2023-10-01
0000919574-24-004743,1,7,1388498464,,2023-10-01
0001085146-24-003956,0,17,390403748,N,2023-10-01
0001104659-24-089596,0,5,130285358,,2023-10-01
0001104659-24-089595,0,35,148407303,,2023-10-01
0001085146-24-003955,0,0,0,N,2023-10-01
0001273087-24-000084,2,5803,215933040247,N,2023-10-01
0000929638-24-002809,0,31,263412106,,2023-10-01
0001172661-24-003526,0,34,2950275320,,2023-10-01
0000935836-24-000525,0,17,2886779189,,2023-10-01
0001172661-24-003525,0,98,2722293552,,2023-10-01
0001879202-24-000046,0,50,237121968,,2023-10-01
0001172661-24-003524,0,22,3324055234,,2023-10-01
0001085146-24-003954,0,0,0,N,2023-10-01
0001085146-24-003953,0,18,679965523,N,2023-10-01
0001172661-24-003523,0,121,5254464988,,2023-10-01
0001085146-24-003952,5,2843,76497694457,N,2023-10-01
0001839435-24-000005,0,47,636276129,N,2023-10-01
0001104659-24-089593,0,17,222494160,,2023-10-01
0001172661-24-003522,0,19,3569873442,,2023-10-01
0001909393-24-000005,0,13,52779485,N,2023-10-01
0001172661-24-003521,0,52,26966883530,,2023-10-01
0000902664-24-005131,1,177,5565794990,,2023-10-01
0001085146-24-003951,0,207,482684266,N,2023-10-01
0001104659-24-089590,0,78,2020765412,,2023-10-01
0001420506-24-001546,0,109,956456512,N,2023-10-01
0001085146-24-003950,0,973,8421261051,N,2023-10-01
0001172661-24-003520,0,312,8386123103,,2023-10-01
0001085146-24-003949,0,41,247549384,N,2023-10-01
0001172661-24-003519,0,140,1414638755,,2023-10-01
0001104659-24-089589,4,5631,106924531877,,2023-10-01
0001011438-24-000461,0,9,820572718,,2023-10-01
0001104659-24-089587,0,22,42505232,,2023-10-01
0001172661-24-003518,0,14,3658647081,,2023-10-01
0001085146-24-003948,0,47,109676692,N,2023-10-01
0000902664-24-005130,0,3,2968836040,,2023-10-01
0000929638-24-002807,0,149,585939206,,2023-10-01
0001085146-24-003947,0,154,5423593256,N,2023-10-01
0001104659-24-089586,0,3,40336760,,2023-10-01
0001420506-24-001545,0,93,2102461134,N,2023-10-01
0000902664-24-005129,0,16,2011259123,,2023-10-01
0001085146-24-003945,0,8,437425172,N,2023-10-01
0001085146-24-003943,0,5,667900938,N,2023-10-01
0001085146-24-003944,0,946,24180953458,N,2023-10-01
